name,amg_person_id,top_genre,birthday,id
Tom Conti,P 14627,Drama,22-11-1941,437
Sarah Miles,P 49123,Drama,31-12-1941,438
Marsha Mason,P 46247,Comedy,03-04-1942,439
Brandon De Wilde,P 87261,Drama,09-04-1942,440
Barbra Streisand,P112652,Music [nf],24-04-1942,441
Genevieve Bujold,P 9433,Drama,01-07-1942,442
Harrison Ford,P 24238,Drama,13-07-1942,443
Giancarlo Giannini,P 91430,Drama,13-07-1942,444
Chris Sarandon,P 63156,Drama,24-07-1942,445
Madeline Kahn,P 36650,Comedy,29-09-1942,446
Bob Hoskins,P 33185,Drama,26-10-1942,447
Joe Pesci,P 56237,Comedy,09-02-1943,448
Lynn Redgrave,P 59204,Drama,08-03-1943,449
Christopher Walken,P 74206,Comedy,31-03-1943,450
Klaus Maria Brandauer,P 82796,Drama,22-06-1943,451
Robert De Niro,P 17593,Drama,17-08-1943,452
Tuesday Weld,P 75377,Drama,27-08-1943,453
Valerie Perrine,P 56123,Drama,03-09-1943,454
Catherine Deneuve,P 18574,Drama,22-10-1943,455
Sam Shepard,P111142,Drama,05-11-1943,456
Elizabeth Hartman,P 30824,Drama,23-12-1943,457
Ben Kingsley,P 38383,Drama,31-12-1943,458
Stockard Channing,P 12304,Drama,13-02-1944,459
Marie-Christine Barrault,P 4133,Drama,21-03-1944,460
Diana Ross,P 61607,Music [nf],26-03-1944,461
Jill Clayburgh,P 13546,Drama,30-04-1944,462
Gary Busey,P 9844,Drama,29-06-1944,463
Michael Douglas,P 88134,Drama,25-09-1944,464
Sally Kirkland,P 38510,Drama,31-10-1944,465
Teri Garr,P 26007,Comedy,11-12-1944,466
Pete Postlethwaite,P 57436,Drama,07-02-1945,467
Brenda Fricker,P 25069,Drama,17-02-1945,468
Susan Tyrrell,P 72315,Drama,18-03-1945,469
Linda Hunt,P 33978,History [nf],02-04-1945,470
Helen Mirren,P 49576,Drama,26-07-1945,471
Patty McCormack,P 44128,Drama,21-08-1945,472
John Lithgow,P 42686,Drama,19-10-1945,473
Goldie Hawn,P 31138,Comedy,21-11-1945,474
Bette Midler,P102748,Comedy,01-12-1945,475
Diane Keaton,P 96996,Comedy,05-01-1946,476
Brenda Blethyn,P 6748,Drama,20-02-1946,477
Liza Minnelli,P 49495,Music [nf],12-03-1946,478
Talia Shire,P 65369,Drama,25-04-1946,479
Candice Bergen,P 5591,Comedy,09-05-1946,480
Cher,P 12664,Comedy,20-05-1946,481
Bruce Davison,P 17454,Drama,28-06-1946,482
Sylvester Stallone,P112464,Drama,06-07-1946,483
Lesley Ann Warren,P 74788,Drama,16-08-1946,484
Tommy Lee Jones,P 36238,Drama,15-09-1946,485
Susan Sarandon,P 63158,Drama,04-10-1946,486
Carrie Snodgress,P 66677,Drama,27-10-1946,487
Stephen Rea,P 59079,Drama,31-10-1946,488
Sally Field,P 89714,Comedy,06-11-1946,489
Patty Duke,P 2648,Drama,14-12-1946,490
Edward James Olmos,P105065,Drama,24-02-1947,491
Glenn Close,P 13725,Drama,19-03-1947,492
James Woods,P117297,Drama,18-04-1947,493
Richard Jenkins,P 35464,Drama,04-05-1947,494
Jacki Weaver,P 75131,Drama,25-05-1947,495
Sondra Locke,P100009,Drama,28-05-1947,496
Candy Clark,P 13342,Drama,20-06-1947,497
Albert Brooks,P 83146,Comedy,22-07-1947,498
Anne Archer,P 2102,Drama,25-08-1947,499
Kevin Kline,P 38699,Comedy,24-10-1947,500
Richard Dreyfuss,P 88268,Drama,29-10-1947,501
Mikhail Baryshnikov,P 80911,Dance [nf],27-01-1948,502
Barbara Hershey,P 32030,Drama,05-02-1948,503
Mercedes Ruehl,P 62063,Comedy,28-02-1948,504
Penelope Milford,P 49135,Drama,23-03-1948,505
Dianne Wiest,P 76163,Drama,28-03-1948,506
Lindsay Crouse,P 15941,Drama,12-05-1948,507
Kathy Bates,P 4516,Drama,28-06-1948,508
Jeremy Irons,P 34545,Drama,19-09-1948,509
Tom Wilkinson,P 76333,Drama,12-12-1948,510
Samuel L. Jackson,P 34866,Drama,21-12-1948,511
Gerard Depardieu,P 87517,Drama,27-12-1948,512
David Strathairn,P 68638,Drama,26-01-1949,513
Jessica Lange,P 40447,Drama,20-04-1949,514
Jim Broadbent,P 8575,Drama,24-05-1949,515
Tom Berenger,P 5539,Thriller,31-05-1949,516
Meryl Streep,P 68676,Drama,22-06-1949,517
Sigourney Weaver,P 75144,Comedy,08-10-1949,518
Jeff Bridges,P 3197,Drama,04-12-1949,519
Sissy Spacek,P 67043,Drama,25-12-1949,520
Julie Walters,P 74515,Drama,22-02-1950,521
William H. Macy,P 44480,Drama,13-03-1950,522
Brad Dourif,P 19921,Horror,18-03-1950,523
William Hurt,P 34104,Drama,20-03-1950,524
Christine Lahti,P 40020,Drama,04-04-1950,525
Tess Harper,P 30532,Drama,15-08-1950,526
Amy Madigan,P 44507,Drama,11-09-1950,527
Bill Murray,P103861,Comedy,21-09-1950,528
Randy Quaid,P 58162,Comedy,01-10-1950,529
"Howard E. Rollins, Jr.",P 61237,Drama,17-10-1950,530
Ed Harris,P 30614,Drama,28-11-1950,531
Kate Nelligan,P 52151,Drama,16-03-1951,532
Geoffrey Rush,P151418,Drama,06-07-1951,533
Anjelica Huston,P 34131,Drama,08-07-1951,534
Chris Cooper,P 14803,Drama,09-07-1951,535
Robin Williams,P116900,Comedy,21-07-1951,536
Massimo Troisi,P 71835,Drama,19-02-1952,537
Mary McDonnell,P 47297,Drama,28-04-1952,538
Shohreh Aghdashloo,P130170,Drama,11-05-1952,539
Chazz Palminteri,P 54860,Drama,15-05-1952,540
Liam Neeson,P 52070,Drama,07-06-1952,541
Carol Kane,P 36788,Comedy,18-06-1952,542
Graham Greene,P199626,Drama,22-06-1952,543
Dan Aykroyd,P 80282,Comedy,01-07-1952,544
Mickey Rourke,P 61810,Drama,16-09-1952,545
Jack Wild,P 76221,Drama,30-09-1952,546
Mary Badham,P 3201,Drama,07-10-1952,547
Roberto Benigni,P 81377,Comedy,27-10-1952,548
Alfre Woodard,P 77363,Drama,08-11-1952,549
Mary Steenburgen,P 67856,Drama,08-02-1953,550
Amy Irving,P 34559,Drama,10-09-1953,551
Peter Firth,P 23592,Drama,27-10-1953,552
Tom Hulce,P 33864,Drama,06-12-1953,553
Kim Basinger,P 4427,Drama,08-12-1953,554
John Malkovich,P 44846,Drama,09-12-1953,555
Oprah Winfrey,P 76901,Drama,29-01-1954,556
John Travolta,P 71670,Comedy,18-02-1954,557
Kathleen Turner,P 72173,Comedy,19-06-1954,558
David Paymer,P 55587,Comedy,30-08-1954,559
Lorraine Bracco,P 7886,Drama,02-10-1954,560
Kathleen Quinlan,P 58258,Drama,19-11-1954,561
Denzel Washington,P 74843,Drama,28-12-1954,562
Kevin Costner,P 15189,History [nf],18-01-1955,563
Gary Sinise,P111667,Drama,17-03-1955,564
Lena Olin,P 53961,Drama,22-03-1955,565
Judy Davis,P 17373,Drama,23-04-1955,566
Michael O'Keefe,P 53494,Drama,24-04-1955,567
Debra Winger,P 76921,Drama,16-05-1955,568
Isabelle Adjani,P 374,Drama,27-06-1955,569
Willem Dafoe,P 16547,Drama,22-07-1955,570
Billy Bob Thornton,P 70825,Drama,04-08-1955,571
Diana Scarwid,P 63507,Drama,27-08-1955,572
Whoopi Goldberg,P 27431,Comedy,13-11-1955,573
Imelda Staunton,P 67757,Drama,09-01-1956,574
Geena Davis,P 17342,Comedy,21-01-1956,575
Adriana Barraza,P475242,Drama,05-03-1956,576
Andy Garcia,P196022,Drama,12-04-1956,577
Eric Roberts,P108473,Thriller,18-04-1956,578
Tom Hanks,P 93341,Comedy,09-07-1956,579
Joan Allen,P 1026,Drama,20-08-1956,580
Christoph Waltz,P221135,Drama,04-10-1956,581
Daniel Day Lewis,P 17559,Drama,29-04-1957,582
Daniel Day-Lewis,P 17559,Drama,29-04-1957,583
Frances McDormand,P 47305,Drama,23-06-1957,584
Melanie Griffith,P 28845,Comedy,09-08-1957,585
Michael Clarke Duncan,P240637,Children's/Family,10-12-1957,586
Miranda Richardson,P 60083,Drama,03-03-1958,587
Sharon Stone,P 68496,Drama,10-03-1958,588
Holly Hunter,P 34013,Drama,20-03-1958,589
Gary Oldman,P 53946,Drama,21-03-1958,590
Alec Baldwin,P 3515,Comedy,03-04-1958,591
Michelle Pfeiffer,P 56469,Drama,29-04-1958,592
Annette Bening,P 5346,Drama,29-05-1958,593
Angela Bassett,P 4466,Drama,16-08-1958,594
Jennifer Tilly,P 71015,Comedy,16-09-1958,595
Tim Robbins,P108437,Comedy,16-10-1958,596
Viggo Mortensen,P 50903,Drama,20-10-1958,597
Mary Elizabeth Mastrantonio,P 46334,Drama,17-11-1958,598
Linda Blair,P 6531,Drama,22-01-1959,599
Catherine Keener,P 37341,Comedy,26-03-1959,600
Emma Thompson,P 70692,Drama,15-04-1959,601
Mare Winningham,P 76959,Drama,16-05-1959,602
Kevin Spacey,P 67045,Drama,26-07-1959,603
Marcia Gay Harden,P 30312,Drama,14-08-1959,604
John Hawkes,P 31099,Comedy,11-09-1959,605
Ken Watanabe,P 74900,Drama,21-10-1959,606
Patricia Clarkson,P 13504,Drama,29-12-1959,607
Stanley Tucci,P 72023,Comedy,11-01-1960,608
Meg Tilly,P 71016,Drama,14-02-1960,609
Kristin Scott Thomas,P 64027,Drama,24-05-1960,610
Thomas Haden Church,P195520,Comedy,17-06-1960,611
Timothy Hutton,P 34188,Drama,16-08-1960,612
Sean Penn,P106027,Drama,17-08-1960,613
Colin Firth,P 23590,Drama,10-09-1960,614
Melissa Leo,P 41835,Drama,14-09-1960,615
Tilda Swinton,P 69397,Drama,05-11-1960,616
Cathy Moriarty,P 50679,Drama,29-11-1960,617
Julianne Moore,P 50325,Drama,03-12-1960,618
Kenneth Branagh,P 82784,Drama,10-12-1960,619
Eddie Murphy,P 51440,Comedy,03-04-1961,620
Catherine Burns,P237276,Comedy,19-04-1961,621
George Clooney,P 13722,Comedy,06-05-1961,622
Janet McTeer,P 48071,Drama,08-05-1961,623
Tim Roth,P 61768,Drama,14-05-1961,624
Jackie Earle Haley,P 29701,Comedy,14-07-1961,625
Forest Whitaker,P116578,Drama,15-07-1961,626
Elizabeth McGovern,P 47478,Drama,18-07-1961,627
Woody Harrelson,P 30548,Comedy,23-07-1961,628
Laurence Fishburne,P 23625,Drama,30-07-1961,629
Mariel Hemingway,P 93989,Comedy,22-11-1961,630
Tom Cruise,P 86295,Drama,03-07-1962,631
Joan Cusack,P 16328,Comedy,11-10-1962,632
Jodie Foster,P 90220,Drama,19-11-1962,633
Felicity Huffman,P 33774,Drama,09-12-1962,634
Ralph Fiennes,P 23390,Drama,22-12-1962,635
Johnny Depp,P 18682,Drama,09-06-1963,636
Helen Hunt,P 33968,Drama,15-06-1963,637
Greg Kinnear,P200274,Comedy,17-06-1963,638
Demi?n Bichir,P132125,Drama,01-08-1963,639
Virginia Madsen,P 44539,Drama,11-09-1963,640
Elisabeth Shue,P 65475,Drama,06-10-1963,641
Tatum O'Neal,P 53569,Drama,05-11-1963,642
Brad Pitt,P 56988,Drama,18-12-1963,643
Nicolas Cage,P 10155,Drama,07-01-1964,644
Laura Linney,P 42589,Drama,05-02-1964,645
Matt Dillon,P 19210,Drama,18-02-1964,646
Juliette Binoche,P 6261,Drama,09-03-1964,647
Russell Crowe,P 15959,Drama,07-04-1964,648
Djimon Hounsou,P 33391,Drama,24-04-1964,649
Sandra Bullock,P 9472,Comedy,26-07-1964,650
Rosie Perez,P106101,Drama,06-09-1964,651
Clive Owen,P 54491,Drama,03-10-1964,652
Don Cheadle,P 12587,Drama,29-11-1964,653
Marisa Tomei,P 71267,Comedy,04-12-1964,654
Diane Lane,P 40350,Drama,22-01-1965,655
Robert Downey Jr.,P 19966,Comedy,04-04-1965,656
John C. Reilly,P 59476,Comedy,24-05-1965,657
Viola Davis,P321906,Drama,11-08-1965,658
Marlee Matlin,P 46423,Drama,24-08-1965,659
Helena Bonham Carter,P 7266,Drama,26-05-1966,660
Halle Berry,P 5863,Drama,14-08-1966,661
Salma Hayek,P199082,Drama,02-09-1966,662
Emily Watson,P221329,Drama,14-01-1967,663
Laura Dern,P 18704,Drama,10-02-1967,664
Benicio Del Toro,P 18343,Drama,19-02-1967,665
Marianne Jean-Baptiste,P 35350,Drama,26-04-1967,666
Paul Giamatti,P 26680,Comedy,06-06-1967,667
Nicole Kidman,P 38065,Drama,20-06-1967,668
Philip Seymour Hoffman,P 32716,Comedy Drama,23-07-1967,669
Quinn Cummings,P 16154,Drama,13-08-1967,670
Mira Sorvino,P167475,Drama,28-09-1967,671
Julia Roberts,P 60634,Comedy,28-10-1967,672
Mark Ruffalo,P197651,Drama,22-11-1967,673
Mo'Nique,P276938,Comedy,11-12-1967,674
Jamie Foxx,P 24604,Comedy,13-12-1967,675
Sophie Okonedo,P 53909,Drama,01-01-1968,676
"Cuba Gooding, Jr.",P 27665,Drama,02-01-1968,677
Josh Brolin,P 8657,Drama,12-02-1968,678
Jaye Davidson,P 17211,Culture & Society [nf],21-03-1968,679
Rachel Griffiths,P196152,Drama,04-06-1968,680
Will Smith,P 66596,Comedy,25-09-1968,681
Naomi Watts,P 75056,Drama,28-09-1968,682
Hugh Jackman,P269258,Action,12-10-1968,683
Javier Bardem,P 3887,Drama,01-03-1969,684
Terrence Howard,P 33528,Drama,11-03-1969,685
Ren_e Zellweger,P201027,Comedy,25-04-1969,686
Cate Blanchett,P215038,Drama,14-05-1969,687
Edward Norton,P215904,Drama,18-08-1969,688
Catherine Zeta-Jones,P 36062,Comedy,25-09-1969,689
Amy Ryan,P264377,Drama,30-11-1969,690
Minnie Driver,P199950,Drama,31-01-1970,691
Queen Latifah,P 40714,Comedy,18-03-1970,692
Uma Thurman,P 70905,Comedy,29-04-1970,693
Octavia Spencer,P277587,Comedy,25-05-1970,694
River Phoenix,P 56631,Drama,23-08-1970,695
Melissa McCarthy,P302725,Comedy,26-08-1970,696
Taraji P. Henson,P290117,Drama,11-09-1970,697
Matt Damon,P 16762,Drama,08-10-1970,698
Ethan Hawke,P 31094,Drama,06-11-1970,699
Jennifer Connelly,P 14510,Drama,12-12-1970,700
Jeremy Renner,P199226,Drama,07-01-1971,701
Rachel Weisz,P216376,Drama,07-03-1971,702
Justin Henry,P 31829,Drama,25-05-1971,703
Mark Wahlberg,P198251,Drama,05-06-1971,704
Winona Ryder,P 62446,Drama,29-10-1971,705
Jean Dujardin,P359847,Comedy,19-06-1972,706
Gwyneth Paltrow,P 54871,Drama,28-09-1972,707
Toni Collette,P 14165,Drama,01-11-1972,708
Jude Law,P230573,Drama,29-12-1972,709
Adrien Brody,P 8639,Drama,14-04-1973,710
Juliette Lewis,P 42230,Drama,21-06-1973,711
Vera Farmiga,P241678,Drama,06-08-1973,712
Christian Bale,P 3538,Drama,30-01-1974,713
Pen_lope Cruz,P186999,Drama,28-04-1974,714
Hilary Swank,P167442,Drama,30-07-1974,715
Michael Shannon,P516240,Drama,07-08-1974,716
Joaquin Phoenix,P199220,Drama,28-10-1974,717
Leonardo DiCaprio,P 18926,Drama,11-11-1974,718
Chlo? Sevigny,P230831,Drama,18-11-1974,719
Bradley Cooper,P292123,Comedy,05-01-1975,720
Angelina Jolie,P 36009,Drama,04-06-1975,721
Charlize Theron,P216257,Drama,07-08-1975,722
Casey Affleck,P121005,Comedy,12-08-1975,723
Amy Adams,P273224,Comedy,20-08-1975,724
Michael V. Gazzo,P420383,Music [nf],09-09-1975,725
Marion Cotillard,P195575,Drama,30-09-1975,726
Kate Winslet,P198332,Drama,05-10-1975,727
Reese Witherspoon,P 77086,Comedy,22-03-1976,728
B_r_nice Bejo,P215010,Comedy,07-07-1976,729
Jessica Chastain,P470479,Adventure,29-03-1977,730
Samantha Morton,P230665,Drama,13-05-1977,731
Maggie Gyllenhaal,P 29409,Drama,16-11-1977,732
James Franco,P299361,Drama,19-04-1978,733
Heath Ledger,P268296,Drama,04-04-1979,734
Kate Hudson,P263367,Comedy,19-04-1979,735
Michelle Williams,P198320,Drama,09-09-1980,736
Ryan Gosling,P279096,Drama,12-11-1980,737
Jake Gyllenhaal,P 29408,Drama,19-12-1980,738
Rinko Kikuchi,P475244,Drama,06-01-1981,739
Catalina Sandino Moreno,P385916,Drama,19-04-1981,740
Natalie Portman,P197461,Drama,09-06-1981,741
Jennifer Hudson,P454405,Drama,12-09-1981,742
Anna Paquin,P198605,Drama,24-07-1982,743
Anne Hathaway,P292630,Drama,12-11-1982,744
Gabourey Sidibe,P612787,Drama,30-11-1982,745
Jesse Eisenberg,P311020,Drama,05-10-1983,746
Jonah Hill,P418718,Comedy,20-12-1983,747
Keira Knightley,P339282,Drama,26-03-1985,748
Rooney Mara,P610931,Comedy,17-04-1985,749
Carey Mulligan,P408443,Drama,28-05-1985,750
Anna Kendrick,P355250,Comedy Drama,09-08-1985,751
Ellen Page,P360080,Drama,21-02-1987,752
Haley Joel Osment,P215938,Comedy,10-04-1988,753
Keisha Castle-Hughes,P340214,Drama,24-03-1990,754
Jennifer Lawrence,P562566,Drama,15-08-1990,755
Saoirse Ronan,P440773,Drama,12-04-1994,756
Abigail Breslin,P328341,Children's/Family,14-04-1996,757
Hailee Steinfeld,P651472,Western,11-12-1996,758
Quvenzhan_ Wallis,P707834,,28-08-2003,759
Dame May Whitty,P 76079,Drama,1865-06-19 00:00:00,760
Albert Basserman,P 4462,Drama,1867-09-07 00:00:00,761
Henry Travers,P 71634,Drama,1874-03-05 00:00:00,762
Edmund Gwenn,P 29391,Drama,1875-09-26 00:00:00,763
Maria Ouspenskaya,P 54458,Drama,1876-07-29 00:00:00,764
H. B. Warner,P 74739,Drama,1876-10-26 00:00:00,765
Charles Coburn,P 13835,Drama,1877-06-19 00:00:00,766
Harry Carey,P 10873,Western,1878-01-16 00:00:00,767
Lucile Watson,P 75004,Comedy,1879-05-27 00:00:00,768
Ethel Barrymore,P 4290,Drama,1879-08-15 00:00:00,769
Jane Darwell,P 17083,Drama,1879-10-15 00:00:00,770
Sydney Greenstreet,P 28591,Drama,1879-12-27 00:00:00,771
Donald Crisp,P 86224,Drama,1880-07-27 00:00:00,772
Margaret Wycherly,P 77693,Drama,1881-10-26 00:00:00,773
James Gleason,P 91735,Comedy,1882-05-23 00:00:00,774
Walter Huston,P 34142,Drama,1883-04-05 00:00:00,775
Sara Allgood,P 930,Drama,1883-10-31 00:00:00,776
Edna May Oliver,P 53979,Comedy,1883-11-09 00:00:00,777
Billie Burke,P 9595,Comedy,1884-08-07 00:00:00,778
Erich von Stroheim,P118401,Drama,1885-09-22 00:00:00,779
Spring Byington,P 10002,Comedy,1886-10-17 00:00:00,780
Ed Wynn,P 77743,Comedy,1886-11-11 00:00:00,781
Victor McLaglen,P 47783,Drama,1886-12-10 00:00:00,782
Paul Lukas,P 43708,Drama,1887-05-26 00:00:00,783
Roland Young,P 78205,Comedy,1887-11-11 00:00:00,784
Dame Edith Evans,P 22248,Drama,1888-02-08 00:00:00,785
Barry Fitzgerald,P 23688,Drama,1888-03-10 00:00:00,786
James Stephenson,P 68010,Drama,1888-04-14 00:00:00,787
Beulah Bondi,P 7241,Drama,1888-05-03 00:00:00,788
Monty Woolley,P 77496,Comedy,1888-08-17 00:00:00,789
Gladys Cooper,P 14818,Drama,1888-12-18 00:00:00,790
Brian Donlevy,P 19633,Action,1889-02-09 00:00:00,791
Charles Chaplin,P 12334,Comedy,1889-04-16 00:00:00,792
Sessue Hayakawa,P 31162,Drama,1889-06-10 00:00:00,793
Marjorie Rambeau,P 58605,Drama,1889-07-15 00:00:00,794
Claude Rains,P 58546,Drama,1889-11-10 00:00:00,795
Marjorie Main,P 44693,Comedy,1890-02-24 00:00:00,796
Frank Morgan,P 50579,Drama,1890-06-01 00:00:00,797
Stanley Holloway,P 32937,Comedy,1890-10-01 00:00:00,798
Charles Bickford,P 6091,Drama,1891-01-01 00:00:00,799
Ronald Colman,P 14296,Drama,1891-02-09 00:00:00,800
Sam Jaffe,P 95767,Drama,1891-03-10 00:00:00,801
Gene Lockhart,P 42889,Drama,1891-07-18 00:00:00,802
Michael Chekhov,P 12612,Drama,1891-08-29 00:00:00,803
Clifton Webb,P 75151,Comedy,1891-11-19 00:00:00,804
Fay Bainter,P 3331,Drama,1891-12-07 00:00:00,805
Peggy Wood,P 77341,Comedy,1892-02-09 00:00:00,806
William Demarest,P 18513,Comedy,1892-02-27 00:00:00,807
Margaret Rutherford,P 62313,Comedy,1892-05-11 00:00:00,808
Hattie McDaniel,P 30998,Comedy,1892-06-10 00:00:00,809
Basil Rathbone,P 58888,Drama,1892-06-13 00:00:00,810
Thomas Mitchell,P103093,Drama,1892-07-11 00:00:00,811
William Powell,P 57536,Drama,1892-07-29 00:00:00,812
Alice Brady,P 7987,Comedy,1892-11-02 00:00:00,813
Leslie Howard,P 94979,Drama,1893-04-24 00:00:00,814
Cecil Kellaway,P 37418,Comedy,1893-08-22 00:00:00,815
Lillian Gish,P 27129,Drama,1893-10-14 00:00:00,816
Walter Brennan,P 8313,Western,1894-07-25 00:00:00,817
Louis Calhern,P 10266,Drama,1895-02-16 00:00:00,818
Paul Muni,P 51322,Drama,1895-09-22 00:00:00,819
George Burns,P 9701,Comedy,1896-01-20 00:00:00,820
Joseph Schildkraut,P 63650,Drama,1896-03-22 00:00:00,821
Raymond Massey,P 46298,Drama,1896-08-30 00:00:00,822
Ruth Gordon,P 92118,Comedy,1896-10-30 00:00:00,823
Ethel Waters,P 74929,Musical,1896-10-31 00:00:00,824
Lilia Skala,P 66067,Drama,1896-11-28 00:00:00,825
J. Carrol Naish,P 51742,Drama,1897-01-21 00:00:00,826
Gloria Swanson,P 69293,Drama,1897-03-27 00:00:00,827
Fredric March,P 45310,Drama,1897-08-31 00:00:00,828
Hope Emerson,P 21786,Comedy,1897-10-27 00:00:00,829
Judith Anderson,P 1508,Drama,1898-02-10 00:00:00,830
Lee Tracy,P 71575,Drama,1898-04-14 00:00:00,831
Oscar Homolka,P 33090,Drama,1898-08-12 00:00:00,832
Shirley Booth,P 7386,Drama,1898-08-30 00:00:00,833
Walter Pidgeon,P 56729,Drama,1898-09-23 00:00:00,834
Lotte Lenya,P 41824,Drama,1898-10-18 00:00:00,835
Irene Dunne,P 20649,Drama,1898-12-20 00:00:00,836
Eva Le Gallienne,P 41093,Drama,1899-01-11 00:00:00,837
Gale Sondergaard,P 66879,Drama,1899-02-15 00:00:00,838
Aline MacMahon,P 44282,Drama,1899-05-03 00:00:00,839
Fred Astaire,P 80113,Musical,1899-05-10 00:00:00,840
Charles Laughton,P 98862,Drama,1899-07-01 00:00:00,841
James Cagney,P 10165,Drama,1899-07-17 00:00:00,842
Chief Dan George,P207556,Drama,1899-07-24 00:00:00,843
Charles Boyer,P 7830,Drama,1899-08-28 00:00:00,844
Ida Kaminska,P 36748,Drama,1899-09-04 00:00:00,845
Akim Tamiroff,P 69745,Drama,1899-10-29 00:00:00,846
Humphrey Bogart,P 7027,Drama,1899-12-25 00:00:00,847
